id,code,desc
452,P0263,Cylinder 1 -contribution/balance fault
453,P0264,Injector 2 -circuit low
454,P0265,Injector 2 -circuit high
455,P0266,Cylinder 2 -contribution/balance fault
456,P0267,Injector 3 -circuit low
457,P0268,Injector 3 -circuit high
458,P0269,Cylinder 3 -contribution/balance fault
459,P026A,ISO/SAE Reserved
460,P026B,ISO/SAE Reserved
461,P026C,ISO/SAE Reserved
462,P026D,ISO/SAE Reserved
463,P026E,ISO/SAE Reserved
464,P026F,ISO/SAE Reserved
465,P0270,Injector 4 -circuit low
466,P0271,Injector 4 -circuit high
467,P0272,Cylinder 4 -contribution/balance fault
468,P0273,Injector 5 -circuit low
469,P0274,Injector 5 -circuit high
470,P0275,Cylinder 5 -contribution/balance fault
471,P0276,Injector 6 -circuit low
472,P0277,Injector 6 -circuit high
473,P0278,Cylinder 6 -contribution/balance fault
474,P0279,Injector 7 -circuit low
475,P027A,ISO/SAE Reserved
476,P027B,ISO/SAE Reserved
477,P027C,ISO/SAE Reserved
478,P027D,ISO/SAE Reserved
479,P027E,ISO/SAE Reserved
480,P027F,ISO/SAE Reserved
481,P0280,Injector 7 -circuit high
482,P0281,Cylinder 7 -contribution/balance fault
483,P0282,Injector 8 -circuit low
484,P0283,Injector 8 -circuit high
485,P0284,Cylinder 8 -contribution/balance fault
486,P0285,Injector 9 -circuit low
487,P0286,Injector 9 -circuit high
488,P0287,Cylinder 9 -contribution/balance fault
489,P0288,Injector 10 -circuit low
490,P0289,Injector 10 -circuit high
491,P028A,ISO/SAE Reserved
492,P028B,ISO/SAE Reserved
493,P028C,ISO/SAE Reserved
494,P028D,ISO/SAE Reserved
495,P028E,ISO/SAE Reserved
496,P028F,ISO/SAE Reserved
497,P0290,Cylinder 10 -contribution/balance fault
498,P0291,Injector 11 -circuit low
499,P0292,Injector 11 -circuit high
500,P0293,Cylinder 11 -contribution/balance fault
501,P0294,Injector 12 -circuit low
502,P0295,Injector 12 -circuit high
503,P0296,Cylinder 12 -contribution/balance fault
504,P0297,Vehicle over -speed condition
505,P0298,Engine oil temperature too high
506,P0299,Turbo/super charger -low boost
507,P029A,Cylinder 1 - Fuel Trim at Max Limit
508,P029B,Cylinder 1 - Fuel Trim at Min Limit
509,P029C,Cylinder 1 - Injector Restricted
510,P029D,Cylinder 1 - Injector Leaking
511,P029E,Cylinder 2 - Fuel Trim at Max Limit
512,P029F,Cylinder 2 - Fuel Trim at Min Limit
513,P02A0,Cylinder 2 - Injector Restricted
514,P02A1,Cylinder 2 - Injector Leaking
515,P02A2,Cylinder 3 - Fuel Trim at Max Limit
516,P02A3,Cylinder 3 - Fuel Trim at Min Limit
517,P02A4,Cylinder 3 - Injector Restricted
518,P02A5,Cylinder 3 - Injector Leaking
519,P02A6,Cylinder 4 - Fuel Trim at Max Limit
520,P02A7,Cylinder 4 - Fuel Trim at Min Limit
521,P02A8,Cylinder 4 - Injector Restricted
522,P02A9,Cylinder 4 - Injector Leaking
523,P02AA,Cylinder 5 - Fuel Trim at Max Limit
524,P02AB,Cylinder 5 - Fuel Trim at Min Limit
525,P02AC,Cylinder 5 - Injector Restricted
526,P02AD,Cylinder 5 - Injector Leaking
527,P02AE,Cylinder 6 - Fuel Trim at Max Limit
528,P02AF,Cylinder 6 - Fuel Trim at Min Limit
529,P02B0,Cylinder 6 - Injector Restricted
530,P02B1,Cylinder 6 - Injector Leaking
531,P02B2,Cylinder 7 - Fuel Trim at Max Limit
532,P02B3,Cylinder 7 - Fuel Trim at Min Limit
533,P02B4,Cylinder 7 - Injector Restricted
534,P02B5,Cylinder 7 - Injector Leaking
535,P02B6,Cylinder 8 - Fuel Trim at Max Limit
536,P02B7,Cylinder 8 - Fuel Trim at Min Limit
537,P02B8,Cylinder 8 - Injector Restricted
538,P02B9,Cylinder 8 - Injector Leaking
539,P02BA,Cylinder 9 - Fuel Trim at Max Limit
540,P02BB,Cylinder 9 - Fuel Trim at Min Limit
541,P02BC,Cylinder 9 - Injector Restricted
542,P02BD,Cylinder 9 - Injector Leaking
543,P02BE,Cylinder 10 - Fuel Trim at Max Limit
544,P02BF,Cylinder 10 - Fuel Trim at Min Limit
545,P02C0,Cylinder 10 - Injector Restricted
546,P02C1,Cylinder 10 - Injector Leaking
547,P02C2,Cylinder 11 - Fuel Trim at Max Limit
548,P02C3,Cylinder 11 - Fuel Trim at Min Limit
549,P02C4,Cylinder 11 - Injector Restricted
550,P02C5,Cylinder 11 - Injector Leaking
551,P02C6,Cylinder 12 - Fuel Trim at Max Limit
552,P02C7,Cylinder 12 - Fuel Trim at Min Limit
553,P02C8,Cylinder 12 - Injector Restricted
554,P02C9,Cylinder 12 - Injector Leaking
555,P02CA,"Turbocharger/Supercharger ""B"" Overboost Condition"
556,P02CB,"Turbocharger/Supercharger ""B"" Underboost Condition"
557,P02CC,Cylinder 1 Fuel Injector Offset Learning At Min Limit
558,P02CD,Cylinder 1 Fuel Injector Offset Learning At Max Limit
559,P02CE,Cylinder 2 Fuel Injector Offset Learning At Min Limit
560,P02CF,Cylinder 2 Fuel Injector Offset Learning At Max Limit
561,P02D0,Cylinder 3 Fuel Injector Offset Learning At Min Limit
562,P02D1,Cylinder 3 Fuel Injector Offset Learning At Max Limit
563,P02D2,Cylinder 4 Fuel Injector Offset Learning At Min Limit
564,P02D3,Cylinder 4 Fuel Injector Offset Learning At Max Limit
565,P02D4,Cylinder 5 Fuel Injector Offset Learning At Min Limit
566,P02D5,Cylinder 5 Fuel Injector Offset Learning At Max Limit
567,P02D6,Cylinder 6 Fuel Injector Offset Learning At Min Limit
568,P02D7,Cylinder 6 Fuel Injector Offset Learning At Max Limit
569,P02D8,Cylinder 7 Fuel Injector Offset Learning At Min Limit
570,P02D9,Cylinder 7 Fuel Injector Offset Learning At Max Limit
571,P02DA,Cylinder 8 Fuel Injector Offset Learning At Min Limit
572,P02DB,Cylinder 8 Fuel Injector Offset Learning At Max Limit
573,P02DC,Cylinder 9 Fuel Injector Offset Learning At Min Limit
574,P02DD,Cylinder 9 Fuel Injector Offset Learning At Max Limit
575,P02DE,Cylinder 10 Fuel Injector Offset Learning At Min Limit
576,P02DF,Cylinder 10 Fuel Injector Offset Learning At Max Limit
577,P02E0,Diesel Intake Air Flow Control Circuit/Open
578,P02E1,Diesel Intake Air Flow Control Performance
579,P02E2,Diesel Intake Air Flow Control Circuit Low
580,P02E3,Diesel Intake Air Flow Control Circuit High
581,P02E4,Diesel Intake Air Flow Control Stuck Open
582,P02E5,Diesel Intake Air Flow Control Stuck Closed
583,P02E6,Diesel Intake Air Flow Position Sensor Circuit
584,P02E7,Diesel Intake Air Flow Position Sensor Circuit Range/Performance
585,P02E8,Diesel Intake Air Flow Position Sensor Circuit Low
586,P02E9,Diesel Intake Air Flow Position Sensor Circuit High
587,P02EA,Diesel Intake Air Flow Position Sensor Circuit Intermittent/Erratic
588,P02EB,Diesel Intake Air Flow Control Motor Current Range/Performance
589,P02EC,Diesel Intake Air Flow Control System - High Air Flow Detected
590,P02ED,Diesel Intake Air Flow Control System - Low Air Flow Detected
591,P02EE,Cylinder 1 Injector Circuit Range/Performance
592,P02EF,Cylinder 2 Injector Circuit Range/Performance
593,P02F0,Cylinder 3 Injector Circuit Range/Performance
594,P02F1,Cylinder 4 Injector Circuit Range/Performance
595,P02F2,Cylinder 5 Injector Circuit Range/Performance
596,P02F3,Cylinder 6 Injector Circuit Range/Performance
597,P02F4,Cylinder 7 Injector Circuit Range/Performance
598,P02F5,Cylinder 8 Injector Circuit Range/Performance
599,P02F6,Cylinder 9 Injector Circuit Range/Performance
600,P02F7,Cylinder 10 Injector Circuit Range/Performance
601,P02F8,Cylinder 11 Injector Circuit Range/Performance
602,P02F9,Cylinder 12 Injector Circuit Range/Performance
603,P02FA,Diesel Intake Air Flow Position Sensor Minimum/Maximum Stop Performance
604,P02FB,ISO/SAE Reserved
605,P02FC,ISO/SAE Reserved
606,P02FD,ISO/SAE Reserved
607,P02FE,ISO/SAE Reserved
608,P02FF,ISO/SAE Reserved
609,P0300,Random/multiple cylinder(s) -misfire detected
610,P0301,Cylinder 1 -misfire detected
611,P0302,Cylinder 2 -misfire detected
612,P0303,Cylinder 3 -misfire detected
613,P0304,Cylinder 4 -misfire detected
614,P0305,Cylinder 5 -misfire detected
615,P0306,Cylinder 6 -misfire detected
616,P0307,Cylinder 7 -misfire detected
617,P0308,Cylinder 8 -misfire detected
618,P0309,Cylinder 9 -misfire detected
619,P030A,ISO/SAE Reserved
620,P030B,ISO/SAE Reserved
621,P030C,ISO/SAE Reserved
622,P030D,ISO/SAE Reserved
623,P030E,ISO/SAE Reserved
624,P030F,ISO/SAE Reserved
625,P0310,Cylinder 10 -misfire detected
626,P0311,Cylinder 11 -misfire detected
627,P0312,Cylinder 12 -misfire detected
628,P0313,Misfire detected -low fuel level
629,P0314,Single cylinder misfire -cylinder not specified
630,P0315,Crankshaft position system -variation not learned
631,P0316,Misfire detected during start -up -first 1000 revolutions
632,P0317,Rough road hardware not present
633,P0318,Rough road sensor signal A -circuit malfunction
634,P0319,Rough road sensor signal B -circuit malfunction
635,P031A,ISO/SAE Reserved
636,P031B,ISO/SAE Reserved
637,P031C,ISO/SAE Reserved
638,P031D,ISO/SAE Reserved
639,P031E,ISO/SAE Reserved
640,P031F,ISO/SAE Reserved
641,P0320,Crankshaft position (CKP) sensor/engine speed (RPM) sensor circuit malfunction
642,P0321,Crankshaft position (CKP) sensor/engine speed (RPM) sensor range/performance problem
643,P0322,Crankshaft position (CKP) sensor/engine speed (RPM) sensor no signal
644,P0323,Crankshaft position (CKP) sensor/engine speed (RPM) sensor circuit intermittent
645,P0324,Knock control system error
646,P0325,"Knock sensor (KS) 1 , bank 1 -circuit malfunction"
647,P0326,"Knock sensor (KS) 1 , bank 1 -range/performance problem"
648,P0327,"Knock sensor (KS) 1, bank 1 -low input"
649,P0328,"Knock sensor (KS) 1, bank 1 -high input"
650,P0329,"Knock sensor (KS) 1, bank 1 -circuit intermittent"
651,P032A,Knock Sensor 3 Circuit
652,P032B,Knock Sensor 3 Circuit Range/Performance
653,P032C,Knock Sensor 3 Circuit Low
654,P032D,Knock Sensor 3 Circuit High
655,P032E,Knock Sensor 3 Circuit Intermittent
656,P032F,ISO/SAE Reserved
657,P0330,"Knock sensor (KS) 2, bank 2 -circuit malfunction"
658,P0331,"Knock sensor (KS) 2, bank 2 -range/performance problem"
659,P0332,"Knock sensor (KS) 2, bank 2 -low input"
660,P0333,"Knock sensor (KS) 2, bank 2 -high input"
661,P0334,"Knock sensor (KS) 2, bank 2 -circuit intermittent"
662,P0335,Crankshaft position (CKP) sensor -circuit malfunction
663,P0336,Crankshaft position (CKP) sensor -range/performance problem
664,P0337,Crankshaft position (CKP) sensor -low input
665,P0338,Crankshaft position (CKP) sensor -high input
666,P0339,Crankshaft position (CKP) sensor -circuit intermittent
667,P033A,Knock Sensor 4 Circuit
668,P033B,Knock Sensor 4 Circuit Range/Performance
669,P033C,Knock Sensor 4 Circuit Low
670,P033D,Knock Sensor 4 Circuit High
671,P033E,Knock Sensor 4 Circuit Intermittent
672,P033F,ISO/SAE Reserved
673,P0340,"Camshaft position (CMP) sensor A, bank 1 circuit malfunction"
674,P0341,"Camshaft position (CMP) sensor A, bank 1 range/performance problem"
675,P0342,"Camshaft position (CMP) sensor A, bank 1 -low input"
676,P0343,"Camshaft position (CMP) sensor A, bank 1 -high input"
677,P0344,"Camshaft position (CMP) sensor A, bank 1 circuit intermittent"
678,P0345,"Camshaft position (CMP) sensor A, bank 2 circuit malfunction"
679,P0346,"Camshaft position (CMP) sensor A, bank 2 range/performance problem"
680,P0347,"Camshaft position (CMP) sensor A, bank 2 -low input"
681,P0348,"Camshaft position (CMP) sensor A, bank 2 -high input"
682,P0349,"Camshaft position (CMP) sensor A, bank 2 circuit intermittent"
683,P034A,ISO/SAE Reserved
684,P034B,ISO/SAE Reserved
685,P034C,ISO/SAE Reserved
686,P034D,ISO/SAE Reserved
687,P034E,ISO/SAE Reserved
688,P034F,ISO/SAE Reserved
689,P0350,"Ignition coil, primary/secondary -circuit malfunction"
690,P0351,"Ignition coil A, primary/secondary -circuit malfunction"
691,P0352,"Ignition coil B, primary/secondary -circuit malfunction"
692,P0353,"Ignition coil C, primary/secondary -circuit malfunction"
693,P0354,"Ignition coil D, primary/secondary -circuit malfunction"
694,P0355,"Ignition coil E, primary/secondary -circuit malfunction"
695,P0356,"Ignition coil F, primary/secondary -circuit malfunction"
696,P0357,"Ignition coil G, primary/secondary -circuit malfunction"
697,P0358,"Ignition coil H, primary/secondary -circuit malfunction"
698,P0359,"Ignition coil I, primary/secondary -circuit malfunction"
699,P035A,ISO/SAE Reserved
700,P035B,ISO/SAE Reserved
701,P035C,ISO/SAE Reserved
702,P035D,ISO/SAE Reserved
703,P035E,ISO/SAE Reserved
704,P035F,ISO/SAE Reserved
705,P0360,"Ignition coil J, primary/secondary -circuit malfunction"
706,P0361,"Ignition coil K, primary/secondary -circuit malfunction"
1048,P057D,ISO/SAE Reserved
707,P0362,"Ignition coil L, primary/secondary -circuit malfunction"
708,P0363,Misfire detected -fueling disabled
709,P0364,Reserved
710,P0365,"Camshaft position (CMP) sensor B, bank 1 circuit malfunction"
711,P0366,"Camshaft position (CMP) sensor B, bank 1 circuit range/performance"
712,P0367,"Camshaft position (CMP) sensor B, bank 1 circuit low input"
713,P0368,"Camshaft position (CMP) sensor B, bank 1 circuit high input"
714,P0369,"Camshaft position (CMP) sensor B, bank 1 circuit intermittent"
715,P036A,ISO/SAE Reserved
716,P036B,ISO/SAE Reserved
717,P036C,ISO/SAE Reserved
718,P036D,ISO/SAE Reserved
719,P036E,ISO/SAE Reserved
720,P036F,ISO/SAE Reserved
721,P0370,"Timing reference, high resolution signal A -malfunction"
722,P0371,"Timing reference, high resolution signal A -too many pulses"
723,P0372,"Timing reference, high resolution signal A -too few pulses"
724,P0373,"Timing reference, high resolution signal A -intermittent erratic pulses"
725,P0374,"Timing reference, high resolution signal A -no pulses"
726,P0375,"Timing reference, high resolution signal B -malfunction"
727,P0376,Timing reference. high resolution signal B -too many pulses
728,P0377,"Timing reference, high resolution signal B -too few pulses"
729,P0378,"Timing reference, high resolution signal B -intermittent erratic pulses"
730,P0379,"Timing reference, high resolution signal B -no pulses"
731,P037A,ISO/SAE Reserved
732,P037B,ISO/SAE Reserved
733,P037C,ISO/SAE Reserved
734,P037D,Glow Plug Sense Circuit
735,P037E,Glow Plug Sense Circuit Low
736,P037F,Glow Plug Sense Circuit High
737,P0380,"Glow plugs, circuit A -malfunction"
738,P0381,Glow plug warning lamp -circuit malfunction
739,P0382,"Glow plugs, circuit B -malfunction"
740,P0383,Glow plug control module -circuit low
741,P0384,Glow plug control module -circuit high
742,P0385,Crankshaft position (CKP) sensor B -circuit malfunction
743,P0386,Crankshaft position (CKP) sensor B -range/performance problem
744,P0387,Crankshaft position (CKP) sensor B -low input
745,P0388,Crankshaft position (CKP) sensor B -high input
746,P0389,Crankshaft position (CKP) sensor B -circuit intermittent
747,P038A,ISO/SAE Reserved
748,P038B,ISO/SAE Reserved
749,P038C,ISO/SAE Reserved
750,P038D,ISO/SAE Reserved
751,P038E,ISO/SAE Reserved
752,P038F,ISO/SAE Reserved
753,P0390,"Camshaft position (CMP) sensor B, bank 2 circuit malfunction"
754,P0391,"Camshaft position (CMP) sensor B, bank 2 circuit range/performance"
755,P0392,"Camshaft position (CMP) sensor B, bank 2 circuit low input"
756,P0393,"Camshaft position (CMP) sensor B, bank 2 circuit high input"
757,P0394,"Camshaft position (CMP) sensor B, bank 2circuit intermittent"
758,P0395,ISO/SAE Reserved
759,P0400,Exhaust gas recirculation (EGR) system -flow malfunction
760,P0401,Exhaust gas recirculation (EGR) system -insufficient flow detected
761,P0402,Exhaust gas recirculation (EGR) system -excessive flow detected
762,P0403,Exhaust gas recirculation (EGR) -circuit malfunction
763,P0404,Exhaust gas recirculation (EGR) system range/performance problem
764,P0405,Exhaust gas recirculation (EGR) valve position sensor A low input
765,P0406,Exhaust gas recirculation (EGR) valve position sensor A high input
766,P0407,Exhaust gas recirculation (EGR) valve position sensor B low input
767,P0408,Exhaust gas recirculation (EGR) valve position sensor B high input
768,P0409,Exhaust gas recirculation (EGR) sensor A circuit malfunction
769,P040A,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit"
770,P040B,"Exhaust Gas Recirculation Temperature Sensor ""A"" CircuitRange/Performance"
771,P040C,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit Low"
772,P040D,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit High"
773,P040E,"Exhaust Gas Recirculation Temperature Sensor ""A"" Circuit Intermittent/Erratic"
774,P040F,"Exhaust Gas Recirculation Temperature Sensor ""A""/""B"" Correlation"
775,P0410,Secondary air injection (AIR) system -malfunction
776,P0411,Secondary air injection (AIR) system -incorrect flow detected
777,P0412,Secondary air injection (AIR) solenoid A -circuit malfunction
778,P0413,Secondary air injection (AIR) solenoid A -open circuit
779,P0414,Secondary air injection (AIR) solenoid A -short circuit
780,P0415,Secondary air injection (AIR) solenoid B -circuit malfunction
781,P0416,Secondary air injection (AIR) solenoid B -open circuit
782,P0417,Secondary air injection (AIR) solenoid B -short circuit
783,P0418,Secondary air injection (AIR) pump relay A -circuit malfunction
